;userName;content;step01
6813;Dedi Setiawan;Aplikasi apaan nih... kug maintenance gak gercep..,, server error lemot;aplikasi apaan nih kug maintenance gak gercep server error lemot
6814;angga syahrial;Apk bosok Sama macam sistem pemerintahan;apk bosok sama macam sistem pemerintahan
6815;Ajie Ganteng;Parahhhhh dah nungguin kode otp nya lebih dari 3menit keatas baru masuk dari email nya.. giliran dimasukan kode otp nya.. Sdh basih... Kode otp nya Sdh filed.... parah banget;parahhhhh dah nungguin kode otp nya lebih dari  menit keatas baru masuk dari email nya giliran dimasukan kode otp nya sdh basih kode otp nya sdh filed parah banget
6816;Pcy wifey;lemot dan lelet, padahal sudah pilih juga pilihan belum ada ktp masih disuruh isi ktp. lebih baik membuat opsi di web saja dibanding aplikasi yang lemot dan timeout berkali-kali;lemot dan lelet padahal sudah pilih juga pilihan belum ada ktp masih disuruh isi ktp lebih baik membuat opsi di web saja dibanding aplikasi yang lemot dan timeout berkali kali
6817;Isobe Nana;Sangat buruk! Tolong sangat di optimal kn dengan maksimal, app ini harusnya mempermudah, bukan MEMPERSULIT!;sangat buruk tolong sangat di optimal kn dengan maksimal app ini harusnya mempermudah bukan mempersulit
6818;Hendy Susanto;bikin apps biaya mahal2 hasilnya kayak gini? ayolah berbenah, mau daftar aja setengah mati. Aktivasi loading luama. Orang imigrasi sudah coba login sendiri? Berhasilkah?;bikin apps biaya mahal hasilnya kayak gini ayolah berbenah mau daftar aja setengah mati aktivasi loading luama orang imigrasi sudah coba login sendiri berhasilkah
6819;XII TKJ-FIA;Lelet,kode lambat masuk,mohon pembaharuan nya;lelet kode lambat masuk mohon pembaharuan nya
6820;Nurul Hamdi;Mohon maaf ya mau kasih penilaian kritik.. ini aplikasi Parah... Super lemot,lelet,lama,lambat aplikasinya... Payah... Padahal udah pake WiFi yg super kencang... Percuma ada aplikasi kalau ga bisa mempermudah...;mohon maaf ya mau kasih penilaian kritik ini aplikasi parah super lemot lelet lama lambat aplikasinya payah padahal udah pake wifi yg super kencang percuma ada aplikasi kalau ga bisa mempermudah
6821;Loula Tyas;Menyusahkan lemot bgt app nya;menyusahkan lemot bgt app nya
6822;Andi;Ada tips klo mau lancar pengisian aplikasi. Isi di saat pagi (jam 4 atau 5 pagi) dijamin lancar, sampai keluar bukti pendaftaran dari kantor imigrasi. Selamat mencoba. Tadinya susah bener, Krn isi saat jam kantor.;ada tips klo mau lancar pengisian aplikasi isi di saat pagi jam   atau   pagi dijamin lancar sampai keluar bukti pendaftaran dari kantor imigrasi selamat mencoba tadinya susah bener krn isi saat jam kantor
6823;Aziz Kurniansyah;Lemot ah;lemot ah
6824;Yuli Isnadi;Idenya sangat baik sekali. Dapat memudahkan masyarakat. Namun sistem informasinya belum support. Saya berulang kali gagal, loading terus. Berharap penilaian bintang 1 ini bisa mendorong pemerintah untuk memperhatikan lagi pengiplementasian M-Paspor.;idenya sangat baik sekali dapat memudahkan masyarakat namun sistem informasinya belum support saya berulang kali gagal loading terus berharap penilaian bintang   ini bisa mendorong pemerintah untuk memperhatikan lagi pengiplementasian paspor
6825;hilmy;Aplikasi lelet parah aowkaowkw mau buat paspor aja kayak dikasi ujian sabar;aplikasi lelet parah aowkaowkw mau buat paspor aja kayak dikasi ujian sabar
6826;rosidah;Aplikasi sialan gak ada gunanya sama skali malah bikin ribet org aja tufkiiiii;aplikasi sialan gak ada gunanya sama skali malah bikin ribet org aja tufkiiiii
6827;Nippon Ponsel;Lelet nya luar biasa;lelet nya luar biasa
6828;nilasari nila;Tdk bisa instal;tdk bisa instal
6829;Ricky Pranata;Sangat lelet proses selalu gagal karena lelet. Tidak mempermudah masyarakat dan sangat tidak membantu;sangat lelet proses selalu gagal karena lelet tidak mempermudah masyarakat dan sangat tidak membantu
6830;Sawaluddin Tumanggor;Aplikasi ini memang tidak berfungsi sesuai dengan tujuannya yaitu mempermudah masyarakat dalam pengurusan papor. Saya sudah coba aplikasi ini, satu harian untuk memasukkan kode aktivasinya saja tidak berhasil. Seharusnya dengan begitu banyaknya komentar negatif dari pengguna, dan rating yang sangat rendah, pihak Imigrasi selaku pemilik aplikasi ini, seharusnya segera memperbaiki aplikasi ini, apakah kapasitas servernya yang kurang besar, atau memang aplikasinya yang bermasalah;aplikasi ini memang tidak berfungsi sesuai dengan tujuannya yaitu mempermudah masyarakat dalam pengurusan papor saya sudah coba aplikasi ini satu harian untuk memasukkan kode aktivasinya saja tidak berhasil seharusnya dengan begitu banyaknya komentar negatif dari pengguna dan rating yang sangat rendah pihak imigrasi selaku pemilik aplikasi ini seharusnya segera memperbaiki aplikasi ini apakah kapasitas servernya yang kurang besar atau memang aplikasinya yang bermasalah
6831;Maimunah Hj;Aplikasi tak Kuching, gak serius bikin aplikasi anjinggg,,;aplikasi tak kuching gak serius bikin aplikasi anjinggg
6832;Fer Wi;Ini aplikasi apa pembodohan masyarakat ya ??? Ini mah nyuruh orang supaya cape2 dateng kan dan karena frustasi lewat jalur lain ??? Coba jelasin kenapa ini aplikasi lemotnya setengah mati, apanya yang mempermudah masyarakat, yang bintang 5 paling pegawai2nya aja ini .. kita orang pintar jangan mau dibodohin sama sistem bobrok begini.. aplikasi kaya gini harusnya dilaporin, pasti ada yang gak beres, dan orang2 pintar pasti tahu kemana arah omongan saya ini;ini aplikasi apa pembodohan masyarakat ya ini mah nyuruh orang supaya cape dateng kan dan karena frustasi lewat jalur lain coba jelasin kenapa ini aplikasi lemotnya setengah mati apanya yang mempermudah masyarakat yang bintang   paling pegawainya aja ini kita orang pintar jangan mau dibodohin sama sistem bobrok begini aplikasi kaya gini harusnya dilaporin pasti ada yang gak beres dan orang pintar pasti tahu kemana arah omongan saya ini
6833;nisrina nazihah;aplikasinya lemot servicenya error parah;aplikasinya lemot servicenya error parah
6834;Muhammad Akbar;Erorrvterus dari tadi malem ini bukan mala membantu, orang lagi penting mau secepatnya bikin paspor.;erorrvterus dari tadi malem ini bukan mala membantu orang lagi penting mau secepatnya bikin paspor
6835;Kariena Andiniyar;Jelek banget. Loading terus dan beberapa kali ngga bisa log in. Tolong segera diperbaiki. Ini aplikasi pemerintah tapi kualitasnya benar-benar buruk;jelek banget loading terus dan beberapa kali ngga bisa log in tolong segera diperbaiki ini aplikasi pemerintah tapi kualitasnya benar benar buruk
6836;Anak Soleha;Boro2 mau ngedaftar, buat akun aj enggak bisa....;boro mau ngedaftar buat akun aj enggak bisa
6837;Rahmi Dwi;Mau daftar akun aja server error: email tidak valid pdhl udah bener, terus loading lama, so bad;mau daftar akun aja server error email tidak valid pdhl udah bener terus loading lama so bad
6838;Fajar Kurniawan;Ini namanya bukan mempermudah, tp malah mempersulit.... aplikasinya parah bianget.... lemot, banyak errornya..... klo memang mau mempermudah masyarakat, tlg diperbaiki aplikasinya....;ini namanya bukan mempermudah tp malah mempersulit aplikasinya parah bianget lemot banyak errornya klo memang mau mempermudah masyarakat tlg diperbaiki aplikasinya
6839;Noviar Halim;Ga ada membantu sama sekali... Daftar aja ga bisa2... Keluar kode otpnya lama... Keburu kadaluarsa... Sudah banyak yg ulasannya mengeluh tapi tetap tidak diperbaiki...;ga ada membantu sama sekali daftar aja ga bisa keluar kode otpnya lama keburu kadaluarsa sudah banyak yg ulasannya mengeluh tapi tetap tidak diperbaiki
6840;Yunita Wulandari;Servernya diperbaiki lagi ya. Buang2 waktu harus ulang2 coba login dan pengajuan permohonan.;servernya diperbaiki lagi ya buang waktu harus ulang coba login dan pengajuan permohonan
6841;HAR TATI;BUSET BUAT DAFTAR AJA SUSAH BANGET, INI GIMANA MAU PERPANJANG APLIKASINYA TULIL;buset buat daftar aja susah banget ini gimana mau perpanjang aplikasinya tulil
6842;Charles Ega;Burukkkk;burukkkk
6843;Firstia;"Apk nya knpaa :"")";apk nya knpaa
6844;Ferri Hendra;Cacat;cacat
6845;Etika Rindang Kasih;Lelet banget gak kelar²;lelet banget gak kelar
6846;Diani We;Sepertinya ada kesengaja'an aplikasi dibuat lelet,ujung2nya ngurus sendiri ke kantor ribet,klo pk jasa calo lancar. Mau heran tp ga lah.........;sepertinya ada kesengajaan aplikasi dibuat lelet ujungnya ngurus sendiri ke kantor ribet klo pk jasa calo lancar mau heran tp ga lah
6847;Aatiga Satu;Knapa tidak bsa mendaftar....email tidak valid setelah email d ganti malah muncul nomor telepon telah digunakan setelah diganti muncul lagi sepert itu;knapa tidak bsa mendaftar email tidak valid setelah email ganti malah muncul nomor telepon telah digunakan setelah diganti muncul lagi sepert itu
6848;Muhammad Abdi Baihaqi;Lelet;lelet
6849;Anggi Purnama;SANGAT KECEWA !!!! Aplikasi nya LELET. -Daftar shubuh kode billing lambat masuk,sehingga permohonan expired. -Daftar dari siang smpai sore ga juga bisa.;sangat kecewa aplikasi nya lelet daftar shubuh kode billing lambat masuk sehingga permohonan daftar dari siang smpai sore ga juga bisa
6850;M Fenisa;Tolonglah diperbaiki aplikasi ini! Sangat tidak membantu! Kode ATP tidak sinkron waktunya dengan di aplikasi. Di email 3 menit, diaplikasi 25 detik! Sudah timeout baru muncul kode! Sangat menghambat!;tolonglah diperbaiki aplikasi ini sangat tidak membantu kode atp tidak sinkron waktunya dengan di aplikasi di email   menit diaplikasi   detik sudah timeout baru muncul kode sangat menghambat
6851;elya wati;Lemot banget . Muter muter aja saat pendaftaran;lemot banget muter muter aja saat pendaftaran
6852;Muhamad Sabani;Aplikasi yg lama, sangat mempermudah proses pengurusan paspor, minimal untuk mendaftar kuota pada hari tersebut, agar tidak numpuk pengunjung dan banyak yg tidak terlayani. Nah aplikasi yg sekarang, kenapa disuruh ndaftar lagi? Padahal dahulu pernah ndaftar. Dan proses ndaftar juga sangat sangat sulit, apalagi dengan respon server yang sangat lelet dijaman milenial ini. Saran untuk pengelola aplikasi, tolong diperbaiki sistemnya, mungkin spesifikasi server dan network akses server perlu dikaji.;aplikasi yg lama sangat mempermudah proses pengurusan paspor minimal untuk mendaftar kuota pada hari tersebut agar tidak numpuk pengunjung dan banyak yg tidak terlayani nah aplikasi yg sekarang kenapa disuruh ndaftar lagi padahal dahulu pernah ndaftar dan proses ndaftar juga sangat sangat sulit apalagi dengan respon server yang sangat lelet dijaman milenial ini saran untuk pengelola aplikasi tolong diperbaiki sistemnya mungkin spesifikasi server dan network akses server perlu dikaji
6853;Ana Restu;Aplikasi lemot sekali, bukannya mempermudah malah mempersulit.;aplikasi lemot sekali bukannya mempermudah malah mempersulit
6854;Muhammad Ariyanto;Nih maksudnya gimana nih masuk aja lama banget dah, cepetan dong lagi butuh nih;nih maksudnya gimana nih masuk aja lama banget dah cepetan dong lagi butuh nih
6855;Sofyan Ngrawut;Lemot;lemot
6856;Fatma Sudirman;Lelet..buat daftar ajah susah berhasil.belum bisa digunakan;lelet buat daftar ajah susah berhasil belum bisa digunakan
6857;Joko Raharjo;Tidak Solutif;tidak solutif
6858;YoungForever;Lamaaaa.. ulang ulang ulang..ujung2 nya kluar 14x pemohon dgn nama yg sama..tp ttp gg bs jg di akses.. yaa salaammm.. habis waktu cm nungguin ap.terlemot ini;lamaaaa ulang ulang ulang ujung nya kluar   x pemohon dgn nama yg sama tp ttp gg bs jg di akses yaa salaammm habis waktu cm nungguin ap terlemot ini
6859;muhammad fadil;klo gini apliksi nya tolong hpus aj capek.gue ngk benr aipliks.loading nya lambt..ngk jls lgi kurang bgus tdk sesuain.kita liat di yutube apa lah kek gini apliksi.hpus aj biar ngk kenak cacimaki lu;klo gini apliksi nya tolong hpus aj capek gue ngk benr aipliks loading nya lambt ngk jls lgi kurang bgus tdk sesuain kita liat di yutube apa lah kek gini apliksi hpus aj biar ngk kenak cacimaki lu
6860;Fadil Oye;mohon untuk servernya diperbaharui lagi yang lebih canggih dan cepat sangat sulit mendaftar dan proses pengisian data, padahal saya sudah pake wifi, minta kode otp aja lebih dari 3 menit ayolah negara ini kan hebat masa ga bisa ngurusin server bisa kan ?! Bisa ga seh ????!!!!;mohon untuk servernya diperbaharui lagi yang lebih canggih dan cepat sangat sulit mendaftar dan proses pengisian data padahal saya sudah pake wifi minta kode otp aja lebih dari   menit ayolah negara ini kan hebat masa ga bisa ngurusin server bisa kan bisa ga seh
6861;Mursid SPt;Apa tidak ada orang di negara yg begitu besar ini yg bisa memperbaiki aplikasi ini?? Leletnya minta ampun, buat login aja susah amat.. Niat untuk mempermudah tapi malah bikin sulit..;apa tidak ada orang di negara yg begitu besar ini yg bisa memperbaiki aplikasi ini leletnya minta ampun buat login aja susah amat niat untuk mempermudah tapi malah bikin sulit
6862;Muhammad Noor;Leletnya mantap;leletnya mantap
6863;Abdurrahman Fahmi;Banyak banyak istighfar buka aplikasih ini;banyak banyak istighfar buka aplikasih ini
6864;farian rinaldi;Nggak punya orang IT sendiri kah? Pengembangan aplikasinya pake vendor? OTP baru terkirim lebih dari 3 menit. Timeout. Coba diaudit IT-nya. Ini layanan publik harusnya dipantau karena banyak keluhan.;nggak punya orang it sendiri kah pengembangan aplikasinya pake vendor otp baru terkirim lebih dari   menit timeout coba diaudit it nya ini layanan publik harusnya dipantau karena banyak keluhan
6865;yugi dian;Mempersulit keadaan, tidak singkron dalam apk... Beda lagi di tempat tujuan... Jadwal jam 13:00 sampe sana suruh balek jam 2... Dan hanya untuk umur 40 Thun di permudah,malah gak payah pakek apk ini... Sekaligus aja pak apk nya di hapus dan satu lagi pak... Kalo gak ada orang dalam gak enak pak... Contoh depan mata saya tadi ... Tinggal tunggu viral aja;mempersulit keadaan tidak singkron dalam apk beda lagi di tempat tujuan jadwal jam   sampe sana suruh balek jam   dan hanya untuk umur   thun di permudah malah gak payah pakek apk ini sekaligus aja pak apk nya di hapus dan satu lagi pak kalo gak ada orang dalam gak enak pak contoh depan mata saya tadi tinggal tunggu viral aja
6866;don yuan;Lemot kali, sama sekali tidak mempermudah;lemot kali sama sekali tidak mempermudah
6867;Lay MujahidaFillah;"Apk lemot sekali dan tidak cepat sambung, banyak errornya, benar"" menyusahkan. Mohon untuk diperbaiki, agar memudahkan masyarakat karena kalau diwajibkan menggunakan apk, ini adalah kebutuhan kita semua. Terimakasih";apk lemot sekali dan tidak cepat sambung banyak errornya benar menyusahkan mohon untuk diperbaiki agar memudahkan masyarakat karena kalau diwajibkan menggunakan apk ini adalah kebutuhan kita semua terimakasih
6868;INTAN SARI;Lelet memperlambat;lelet memperlambat
6869;Christian christian;APLIKASI SAMPAH💩👎;aplikasi sampah
6870;librial intansyari;Aplikasi dibuat untuk memudahkan masyarakat,,ini malah mempersulit urusan,,;aplikasi dibuat untuk memudahkan masyarakat ini malah mempersulit urusan
6871;naupal gamer;Aplikasi paling lelet dan payah yang pernah saya coba, paraaaaah banget;aplikasi paling lelet dan payah yang pernah saya coba paraaaaah banget
6872;BEby Gorila;Ini aplikasi apa ya, klo gak siap untuk proses online jangan bikin masyarakat susah, dinas lain aja gak seburuk ini aplikasi nya;ini aplikasi apa ya klo gak siap untuk proses online jangan bikin masyarakat susah dinas lain aja gak seburuk ini aplikasi nya
6873;Dede Tubagus Bahrudin;Kacauuuuu...mana nih servernya...loading terus...kelas nasional ...;kacauuuuu mana nih servernya loading terus kelas nasional
6874;calvin syahputra;bukan mempermudah tapi mempersulit;bukan mempermudah tapi mempersulit
6875;Eko Adrian;Aplikasi nggak jelas, kode verifikasi cuma berlaku 3 menit, proses verifikasi lebih dari 5 menit, ya gak pernah bisa kepake kode verifikasinya;aplikasi nggak jelas kode verifikasi cuma berlaku   menit proses verifikasi lebih dari   menit ya gak pernah bisa kepake kode verifikasinya
6876;Rinaldi Prasetya;Ketika orang orang kolot memegang sistem internet;ketika orang orang kolot memegang sistem internet
6877;Bima Arsya Widya Zulfikar (bimajayamandiri);Server eror,tapi saya lihat dari ulasan disini udah lama erornya, Di imigrasi nanya orang kantor imigrasi katanya eror server pusatnya,tapi kalau mau cepet sehari jadi bisa dengan biaya 1jt,bisa² aja ini orang akal²in rakyat;server eror tapi saya lihat dari ulasan disini udah lama erornya di imigrasi nanya orang kantor imigrasi katanya eror server pusatnya tapi kalau mau cepet sehari jadi bisa dengan biaya  jt bisa aja ini orang akal in rakyat
